Date,Returns,ReturnVelocity,ReturnAcceleration,SmaDiffWeekMonth,VolumeVelocity,IsBiggestVolume,WeekMomentum,MonthMomentum,SeasonVolatility
2022-01-28 00:00:00-05:00,1.8125149942543566,3.0957274618177877,2.9888080999310804,-2.4714051161491706,0.3582409939690509,0,-0.4677625044287685,-1.4493145667184024,-0.7494703779203542
2022-01-31 00:00:00-05:00,0.10790078137382816,-1.7046142128805284,-4.800341674698316,-2.357413682081236,-0.23175142052055492,0,-0.5421271044963846,-1.3897040255937447,-0.7371490573874574
2022-02-01 00:00:00-05:00,-0.5388936475168383,-0.6467944288906665,1.0578197839898618,-2.2756280634227157,-0.7941808413420135,0,-0.3132907498544415,-1.4145107055204122,-0.7370037750689088
2022-02-02 00:00:00-05:00,1.4448238079865519,1.98371745550339,2.6305118843940565,-2.124197554096267,-0.041686711929268205,1,0.45698016080603365,-0.9394651014032246,-0.7428876240631614
2022-02-03 00:00:00-05:00,-1.7268931535140357,-3.1717169615005876,-5.155434417003978,-1.8376330234818947,-0.5959358099220731,0,0.33309861051466183,-0.957458839871786,-0.7191727935524608
2022-02-04 00:00:00-05:00,-0.0905755068516035,1.6363176466624323,4.80803460816302,-1.586379203655595,-0.08738610912022875,1,-0.1797971037439439,-1.0982342054265501,-0.6868382123099164
2022-02-07 00:00:00-05:00,0.036249985122628725,0.1268254919742322,-1.5094921546882,-1.4529422207731586,-0.8342500260913999,0,-0.1990691909610019,-1.1357552705097622,-0.6941115666226618
2022-02-08 00:00:00-05:00,0.30814742934920725,0.2718974442265785,0.14507195225234631,-1.3184880748169627,-0.0049422581535520935,1,0.03007894063867575,-1.2344955004138762,-0.6983682981626368
2022-02-09 00:00:00-05:00,1.716667798527597,1.4085203691783899,1.1366229249518114,-1.1025452375657954,0.5258528620875013,0,0.10279626706660272,-1.135560350515943,-0.7295650027549035
2022-02-10 00:00:00-05:00,-2.5226627679588387,-4.239330566486435,-5.647850935664826,-0.8798112570349922,-0.06276302489120168,0,-0.11752831572273342,-1.3947972085081384,-0.6966776778502153
2022-02-11 00:00:00-05:00,-1.7678073280758047,0.754855439883034,4.994186006369469,-0.6784690924586206,-0.09050219454174462,0,-0.5705989325248281,-1.4873919588967581,-0.6344844803131644
2022-02-14 00:00:00-05:00,-1.3358059452137858,0.43200138286201883,-0.3228540570210152,-0.5901911603934346,0.08077827199796789,0,-0.934548371647111,-1.6186412906854903,-0.603939873873578
2022-02-15 00:00:00-05:00,2.0496484261285453,3.3854543713423313,2.9534529884803122,-0.5827205494626619,-0.6418619347774382,0,-0.4801713823097178,-1.053698587944397,-0.5876662261445783
2022-02-16 00:00:00-05:00,-0.03685991028983805,-2.086508336418383,-5.4719627077607145,-0.5426553317324899,0.2553341049475997,1,-0.9391839996472442,-0.8856473667137037,-0.8751496797402749
2022-02-17 00:00:00-05:00,2.8018401928399763,2.8387001031298142,4.925208439548197,-0.6618316475527609,1.4505788318575927,0,0.49012884435895776,-0.3574570334452277,-0.8814000823787989
2022-02-18 00:00:00-05:00,2.582031305226003,-0.21980888761397344,-3.0585089907437877,-0.4611677275857613,0.07334821102648892,0,1.7121210061789398,0.30487627330012784,-0.8659007555863014
2022-02-22 00:00:00-05:00,-1.5906314316718284,-4.1726627368978315,-3.952853849283858,-0.02962287405723528,-0.9055014532730391,0,1.6376906910125353,0.03662371876103307,-0.8119945834118109
2022-02-23 00:00:00-05:00,-3.303723333013888,-1.7130919013420598,2.4595708355557715,0.4144846568732578,-0.46921891613488353,0,0.12983655385261528,-0.22249540656475808,-0.783233086054683
2022-02-24 00:00:00-05:00,0.5326894634956204,3.8364127965095087,5.549504697851568,0.49427440725331523,0.5300182067074333,0,0.28501563245086037,0.03258848550796697,-0.6880542301844234
2022-02-25 00:00:00-05:00,2.393571568196489,1.8608821047008686,-1.9755306918086402,0.5798362353298279,-0.9663000294571829,0,0.17623434157345774,0.52932778488197,-0.7289977332993803
2022-02-28 00:00:00-05:00,-0.48179922370762046,-2.8753707919041096,-4.736252896604978,0.5682922158304546,0.5292464276149627,1,-0.6386094086023786,0.21759331865724646,-0.6977520825006553
2022-03-01 00:00:00-05:00,-2.0620381918675923,-1.5802389681599718,1.2951318237441378,0.3672892415055302,-0.8048114372371437,0,-0.7653954599350505,-0.07550518850785336,-0.695566699894819
2022-03-02 00:00:00-05:00,2.801164865792905,4.863203057660497,6.4434420258204685,0.1747748565463262,-0.0177582643311048,1,0.8976139051515778,0.3687350947822786,-0.6934393299868137
2022-03-03 00:00:00-05:00,-0.14246748523754013,-2.943632351030445,-7.806835408690942,0.38053070709098297,-0.4034868678161121,0,0.7095469659171857,0.1547967458078919,-0.6063288657520528
2022-03-04 00:00:00-05:00,0.7847212174246614,0.9271887026622015,3.8708210536926466,0.5659155738802927,-0.1536399821890359,1,0.27249658519912245,0.49877509617308513,-0.6245768912634935
2022-03-07 00:00:00-05:00,-1.628020232433881,-2.4127414498585424,-3.339930152520744,0.5852684433071749,0.5750967340454268,1,-0.042841481565970035,0.2863695255631678,-0.6610674552225272
2022-03-08 00:00:00-05:00,-2.140669942581493,-0.5126497101476117,1.9000917397109307,0.5458829650152042,0.1356621819782941,0,-0.0645698107342584,-0.00937918182725859,-0.6685342460538318
2022-03-09 00:00:00-05:00,2.7940997623074346,4.934769704888927,5.4474194150365385,0.5421480672304095,-0.6375900294085943,0,-0.06642826174161023,0.3201085326953037,-0.630332412652203
