Date,Returns,ReturnVelocity,ReturnAcceleration,SmaDiffWeekMonth,VolumeVelocity,IsBiggestVolume,WeekMomentum,MonthMomentum,SeasonVolatility
2019-09-19 00:00:00-04:00,0.0811328592535549,0.37005294346646517,1.111730667731032,-0.8144495604584897,-0.8718847075569239,0,-1.2148728924807417,-0.8471310641497712,-0.26150784951564743
2019-09-20 00:00:00-04:00,0.8338107111467866,0.7526778518932318,0.3826249084267666,-1.0145952560898122,1.9765614621828203,1,-0.03209839666863761,-0.49174007634921724,-0.27116896082644626
2019-09-23 00:00:00-04:00,-0.5283184392314688,-1.3621291503782555,-2.1148070022714873,-0.963363442885231,-0.1409445851916938,0,0.11691933999722677,-0.47421987864933285,-0.2747369828364995
2019-09-24 00:00:00-04:00,-0.18472817418454732,0.3435902650469215,1.7057194154251771,-0.8788877052440446,-0.7428032050297911,0,-0.0926773139605478,-0.5217089558368535,-0.27366435323956423
2019-09-25 00:00:00-04:00,-1.052642791223692,-0.8679146170391446,-1.211504882086066,-0.8390413274972569,-0.20396044655516185,0,-0.3440413247374942,-0.8651673458756503,-0.27514598962191095
2019-09-26 00:00:00-04:00,1.566523966240607,2.619166757464299,3.4870813745034437,-0.8192325426061083,1.3872956363025657,0,0.13930698035449537,-0.5255277945382922,-0.2723669161214582
2019-09-27 00:00:00-04:00,0.5985419351346668,-0.9679820311059402,-3.5871487885702393,-0.7231445972006699,-0.2462504541464414,0,0.062193894526734475,-0.42827961027065525,-0.2549177247386967
2019-09-30 00:00:00-04:00,-0.5720881965893404,-1.1706301317240073,-0.20264810061806715,-0.6564285510603466,-0.8801729481091572,0,0.047685139262588765,-0.7375910583960591,-0.25360887368117263
2019-10-01 00:00:00-04:00,-0.9896414544288088,-0.4175532578394684,0.7530768738845389,-0.5569235500569516,0.9821390607800847,0,-0.21809127230555217,-0.8628377721021884,-0.2825321132081938
2019-10-02 00:00:00-04:00,-1.9642057059066549,-0.9745642514778461,-0.5570109936383777,-0.5068296697007424,-0.2669070413753794,0,-0.5192742502373593,-1.0683092478658942,-0.27803081280698455
2019-10-03 00:00:00-04:00,0.9958497956058517,2.9600555015125067,3.934619752990353,-0.504779558481441,-0.43622572271391974,0,-0.7012720231318545,-0.9642968948137799,-0.2565072639625638
2019-10-04 00:00:00-04:00,0.8803940427635255,-0.11545575284232623,-3.075511254354833,-0.5598817683310882,-0.4003221000852162,0,-0.6110295506741703,-0.850500096425347,-0.24988052263164454
2019-10-07 00:00:00-04:00,0.3257945363929599,-0.5545995063705655,-0.4391437535282393,-0.6070155983209212,0.11008497095348352,0,-0.3193487992187422,-0.7784223382936595,-0.2509946543769352
2019-10-08 00:00:00-04:00,-1.0438375695047504,-1.3696321058977103,-0.8150325995271448,-0.5915327903458031,-0.5798453253898891,0,-0.33718852938728006,-0.7507246153135138,-0.2857170500322734
2019-10-09 00:00:00-04:00,0.43366889311377343,1.477506462618524,2.8471385685162343,-0.5837915899240479,-0.375228506166066,1,0.459529719987955,-0.7423161371594963,-0.28989868567377974
2019-10-10 00:00:00-04:00,0.2800567521032948,-0.15361214101047865,-1.6311186036290026,-0.3891093969255124,0.565108430976232,1,0.22302404210470336,-0.8109340174183339,-0.28829173400067487
2019-10-11 00:00:00-04:00,0.7797279270254979,0.4996711749222031,0.6532833159326817,-0.24065129833552798,-0.9351680218991784,0,0.1899608172473858,-0.18830641065635828,-0.29807342094704203
2019-10-14 00:00:00-04:00,-0.7736952094076878,-1.5534231364331856,-2.053094311355389,-0.17165897936686791,0.01797419795412877,1,-0.17279439083398654,-0.15223080178187368,-0.43060715414601697
2019-10-15 00:00:00-04:00,0.8960966889679917,1.6697918983756794,3.223215034808865,-0.19329089960504403,0.052671185707412076,0,0.46899636773243814,-0.0745713268572683,-0.4303524835312044
2019-10-16 00:00:00-04:00,0.3460160514491098,-0.5500806375188818,-2.2198725358945612,-0.07147203291765789,0.6987531756452396,0,0.4398645566997258,0.03797192364893638,-0.42612366217154135
2019-10-17 00:00:00-04:00,0.2643923179588654,-0.08162373349024438,0.46845690402863743,0.031446970196638245,-0.7861598144972719,0,0.4346549881286696,0.07054087170275239,-0.42510986400183337
2019-10-18 00:00:00-04:00,-0.401266728713785,-0.6656590466726504,-0.5840353131824061,0.12981525974650018,-0.6810865876366131,0,0.04389640666809733,-0.14771808080627563,-0.4246608402836666
2019-10-21 00:00:00-04:00,-0.3683287492041788,0.0329379795096062,0.6985970261822566,0.15964273928257203,2.358386984179835,1,0.1785244088461006,-0.11940910026545307,-0.43565319479069714
2019-10-22 00:00:00-04:00,0.47367554020773267,0.8420042894119115,0.8090663099023053,0.21816159759857554,1.2897765991636123,0,0.03999043506774593,-0.003123771048154761,-0.44826249233966214
2019-10-23 00:00:00-04:00,-0.39095326416473164,-0.8646288043724644,-1.7066330937843759,0.230912756040208,-1.1308365715440483,0,-0.20200780068494337,0.1155446069179481,-0.45309092354993935
2019-10-24 00:00:00-04:00,0.704149696826156,1.0951029609908876,1.959731765363352,0.17239369415839675,-0.39913647353731085,0,-0.05854873859979547,-0.036134139235526636,-0.45378077000757583
2019-10-25 00:00:00-04:00,0.08024006844693042,-0.6239096283792256,-1.7190125893701131,0.16510522408632775,-0.40708556372353183,0,0.10027332179202658,-0.12739139263835894,-0.44970788454765975
2019-10-28 00:00:00-04:00,-0.4466802176970887,-0.5269202861440191,0.0969893422352065,0.20631915690920144,0.05057399773734659,1,0.07431321544186545,-0.10516598120464289,-0.45462491885165146
